Free and Open Machine Learning,This book describes an open machine learning architecture. Including key aspects that are involved for real business use. It focuses on FOSS machine learning software and open datasets.,https://nocomplexity.com/documents/fossml/abstract.html

A Whirlwind Tour of Python,This free e-book is a fast-paced intro to Python aimed at researchers and engineers.,https://jakevdp.github.io/WhirlwindTourOfPython/

Python Data Science Handbook,"The book introduces the core libraries essential for working with data in Python: particularly IPython, NumPy, Pandas, Matplotlib, Scikit-Learn, and related packages. Familiarity with Python as a language is assumed.",https://jakevdp.github.io/PythonDataScienceHandbook/

How To Code in Python 3,An introduction to computer programming with Python 3. Helps the readers in learning the key concepts of Python and understanding how programs work while also imparting foundational logic that can serve the readers in other domains.,https://assets.digitalocean.com/books/python/how-to-code-in-python.pdf

Python Machine Learning Projects,"This book of Python projects in machine learning tries to equip the developers of today and tomorrow with tools they can use to better understand, evaluate, and shape machine learning.",https://assets.digitalocean.com/books/python/machine-learning-projects-python.pdf

Hadoop with Python,"With this concise book, you'll learn how to use Python with the Hadoop Distributed File System (HDFS), MapReduce, the Apache Pig platform and Pig Latin script, and the Apache Spark cluster-computing framework.",http://www.oreilly.com/programming/free/hadoop-with-python.csp

Calculus,"This book is a useful resource for educators and self-learners alike. It is well organized, covers single variable and multivariable calculus in depth, and is rich with applications. ",http://ocw.mit.edu/ans7870/resources/Strang/Edited/Calculus/Calculus.pdf

Cracking Codes with Python,Cracking Codes with Python teaches complete beginners how to program in the Python programming language. The book features the source code to several ciphers and hacking programs for these ciphers.,http://inventwithpython.com/cracking/

"Don't Panic: Mobile Developer's Guide to The Galaxy, 17th Edition","More than 20 writers from the mobile community share their know-how in dealing with topics such as accessibility in mobile apps, UX design, mobile analytics, prototyping, cross-platform development, native development, mobile web and app marketing.",https://www.open-xchange.com/fileadmin/user_upload/Resources_Pages/Mobile_Developers_Guide/Mobile_Developers_Guide_17thEdition_Web.pdf

Linux Appliance Design: A Hands-On Guide to Building Linux Appliances,"This book is for Linux programmers who want to build a custom Linux Appliance and support multiple user interfaces. Topics include appliance architecture, security, and how to build simple, yet responsive user interfaces.",http://librta.org/book.html

Online Privacy for Journalists,"A must-have guide for journalism in 2017. Topics include how to protect your source and sensitive data, maintaining your anonymity online, and securing your emails.",https://www.vpnmentor.com/journalist-privacy-guide.pdf

College Algebra - Version [π] Corrected Edition,An introductory text for a college algebra survey course.  The material is presented at a level intended to prepare students for Calculus while also giving them relevant mathematical skills that can be used in other classes. ,http://stitz-zeager.com/szca07042013.pdf

(Formerly) Analytical Network and System Administration,This is a research document and a textbook for graduate students and researchers in the field of networking and system administration. It offers a theoretical perspective on human-computer systems and their administration.,http://markburgess.org/treatise.html

Fast Fourier Transforms,"This book focuses on the discrete Fourier transform (DFT), discrete convolution, and, particularly, the fast algorithms to calculate them.",http://cnx.org/exports/82e6ba6f-b828-42ef-9db1-8de4b448b869%4022.1.pdf/fast-fourier-transforms-22.1.pdf

Programming in C,An introductory course which covers the key features of the C language and its usage.,http://www.peoi.org/Courses/Coursesen/cprog/frame1.html

Theory of Statistics,"This document originated from lecture notes of mathematical statistics course taught at George Mason University. Students should be able to work through the details of ""hard"" proofs and derivations.",http://mason.gmu.edu/~jgentle/books/MathStat.pdf

"Lies, Damned Lies, or Statistics: How to Tell the Truth with Statistics","A free textbook for a one-semester, undergraduate statistics course. The goal of this book is to help you learn How to Tell the Truth with Statistics and, therefore, how to tell when others are telling the truth, or lies.",https://www.poritz.net/jonathan/share/ldlos.pdf

Yet Another Introductory Number Theory Textbook (Cryptology Emphasis Version),"An introduction to number theory covering basics, congruences, primes, the Chinese Remainder Theorem, Wilson's Theorem, Fermat's Little Theorem, Euler's Phi function, etc.",https://www.poritz.net/jonathan/share/yaintt.pdf

"Adaptive Web Design: Crafting Rich Experiences with Progressive Enhancement, 1st Edition","This book chronicles the origins of progressive enhancement, its philosophy, and mechanisms, and reveals the countless practical ways that you can apply progressive enhancement principles using HTML, CSS, and JavaScript. ",https://adaptivewebdesign.info/1st-edition/

Resilient Web Design,A history book of robust website design.,https://resilientwebdesign.com/#Resilientweb%20design

Notes on Diffy Qs: Differential Equations for Engineers,"An introductory course on differential equations aimed at engineers. The book covers first order ODEs, higher order linear ODEs, systems of ODEs, Fourier series and PDEs, eigenvalue problems, the Laplace transform, and power series methods.",http://www.jirka.org/diffyqs/diffyqs.pdf

The Ordinary Differential Equations Project,"An open source textbook designed to teach ordinary differential equations to undergraduates. The books strengths will include a wide range of exercises, both computational and theoretical, plus many nontrivial applications.",http://faculty.sfasu.edu/judsontw/ode/

Mathematical Methods for Economic Theory,This tutorial covers the basic mathematical tools used in economic theory. Knowledge of elementary calculus is assumed.,https://mjo.osborne.economics.utoronto.ca/index.php/tutorial/index/1/toc

Scientific Computing,"Lecture notes for Math 164: Scientific Computing, taught at Harvey Mudd College.",https://www.math.ust.hk/~machas/scientific-computing.pdf

"TCP/IP Tutorial and Technical Overview, 8th Edition",This book covers networking fundamentals of the TCP/IP protocol suite while also introduces advanced concepts and new technologies. It also includes the latest TCP/IP protocols.,http://www.redbooks.ibm.com/redbooks/pdfs/gg243376.pdf

Confessions of an Unintentional CTO: Seven Years of Brutally Pragmatic Lessons in Growing and Maintaining a Web App.,"A book of generalised, language-agnostic advice pertinent to hacker-y web developers working on live web applications which have real-life users and all too real problems.",https://www.jackkinsella.ie/books/confessions_of_an_unintentional_cto

"The Design and Implementation of the Anykernel and Rump Kernels, 2nd Edition",The definitive technical guide to the core of the Rump Kernel project.,http://www.fixup.fi/misc/rumpkernel-book/

Operating Systems: Three Easy Pieces,"This book covers the fundamentals of operating systems, including virtualization of the CPU and memory, threads and concurrency, and file and storage systems.",http://pages.cs.wisc.edu/~remzi/OSTEP/

CS Unplugged: An enrichment and extension programme for primary-aged students,"This book contains series of activities, games and puzzles that are suitable for people of all ages and backgrounds. Covers topics from algorithms to artificial intelligence, from binary numbers to boolean circuits, and from compression to cryptography.",https://classic.csunplugged.org/books/

Signal Computing: Digital Signals in the Software Domain,"This book teaches students how digital signals are captured, represented, processed, communicated, and stored in computers.",http://faculty.washington.edu/stiber/pubs/Signal-Computing/Signal%20Computing.pdf

Programming Fundamentals: A Modular Structured Approach Using C++,"The approach of this text is to take learners through a progression of materials in order to develop skills of modular, structured programming. The text was written, for the most part, without consideration of a specific programming language.",https://tfetimes.com/wp-content/uploads/2015/06/Programming.pdf

Introduction to Autonomous Robots,"This book introduces concepts in mobile, autonomous robotics to 3rd-4th year students in Computer Science or a related discipline.",https://github.com/correll/Introduction-to-Autonomous-Robots/releases

Microservices for Java Developers: A Hands-On Introduction to Frameworks and Containers," In this hands-on, example-driven guide, Java developers and architects will learn how to navigate popular application frameworks, such as Dropwizard and Spring Boot, and how to deploy and manage microservices at scale with Linux containers.",http://www.oreilly.com/programming/free/microservices-for-java-developers.csp

Introduction to Digital Logic with Laboratory Exercises,"An introduction to digital logic, starting with simple gates and building up to state machines.",http://ufdcimages.uflib.ufl.edu/AA/00/01/16/38/00001/DigitalLogic.pdf

Cognitive Patterns:  Problem-Solving Frameworks for Object Technology,This book presents the concepts and terminology of cognitive patterns and cognitive modeling. It thoroughly explains the uniqueness of cognitive patterns as an approach in modeling business systems and processes.,https://ia600306.us.archive.org/4/items/ost-business-cognitive-patterns/Cognitive%20Patterns.pdf

forall x: An Introduction to Formal Logic ,"An open access introductory textbook in formal logic. It covers translation, proofs, and formal semantics for sentential and predicate logic. ",https://www.fecundity.com/logic/download.html

Introductory Business Statistics,"Explores the basic ideas behind statistics, such as populations, samples, the difference between data and information, and most importantly sampling distributions.",https://www.dropbox.com/sh/fcd01oy6h102fn7/AADAtng8ti5_eTfxJ5H-MEFMa/Introductory%20Business%20Statistics.pdf?dl=0

[Sign-up required] Raspberry Pi Cookbook for Python Programmers,Over 50 easy to comprehend tailor made recipes to get the most out of the Raspberry Pi and unleash its huge potential using Python.,https://www.packtpub.com/product/raspberry-pi-cookbook-for-python-programmers/9781849696623

"[Sign-up required] Practical Data Analysis - Transform, model, and visualize your data through hands-on projects, developed in open source tools",A hands-on guide to understanding the nature of your data and turn it into insight. Presents a detailed exploration of the current work in data analysis through self-contained projects.,https://www.packtpub.com/product/practical-data-analysis/9781783280995

Computer Science Concepts in Scratch,"This book will familiarize you with the Scratch visual programming environment, focusing on using Scratch to learn computer science.",https://stwww1.weizmann.ac.il/scratch/scratch_en/

Applied Combinatorics,"This textbook covers the fundamental enumeration techniques (permutations, combinations, subsets, pigeon hole principle), recursion and mathematical induction, more advanced enumeration techniques, discrete structures, and discrete optimization.",https://www.rellek.net/book-2017/app-comb-2017.pdf

Bayesian Methods in the Search for MH370,"An account of the work of the teams who were part of the MH370 Flight Path Reconstruction group. Defence scientists contributed a range of expertise to the search: underwater acoustics, satellite communication systems and statistical data processing.",https://link.springer.com/book/10.1007/978-981-10-0379-0

Advances in Proof-Theoretic Semantics,"A compilation of papers, which mostly result from The Second International Conference on Proof-Theoretic Semantics in Tübingen in 2013.",https://link.springer.com/book/10.1007/978-3-319-22686-6

"SQL Server Concurrency: Locking, Blocking and Row Versioning",A book for every DBA and developer who want to understand SQL Server concurrency and how to troubleshoot excessive blocking or deadlocking.,http://www.red-gate.com/library/sql-server-concurrency-locking-blocking-and-row-versioning

SQL Server Transaction Log Management,This book offers just the right level of detail so that every DBA can perform all of the most important aspects of transaction log management. ,https://www.red-gate.com/library/sql-server-transaction-log-management

Computer Science & Information Technology,"Proceeding from the Fourth International Conference on Computer Science and Information Technology (CoSIT 2017) Geneva, Switzerland, March 25-26, 2017.",http://aircconline.com/csit/csit766.pdf

Parallel Algorithms,"Focusing on algorithms for distributed-memory parallel architectures, this book presents a rigorous yet accessible treatment of theoretical models of parallel computation and parallel algorithm design.",https://www.researchgate.net/publication/241684993_Parallel_Algorithms

Elementary Differential Equations with Boundary Value Problems,"This book is written for students in science, engineering, and mathematics who have completed calculus through partial differentiation. Readers should have some preparation in linear algebra.",http://scholarcommons.usf.edu/oa_textbooks/8/

Statistical Analysis with The General Linear Model,"An introductory textbook describing statistical analysis with analysis of variance (ANOVA, including repeated-measures and mixed designs), simple and multiple regression, and analysis of covariance.",https://drive.google.com/open?id=0B1fyuTuvj3YoaFdUR3FZaXNuNXc&authuser=0

Causal Inference Book,"A cohesive presentation of concepts of, and methods for, causal inference. Covers causal inference without models, causal inference with models, and causal inference from complex longitudinal data.",https://www.hsph.harvard.edu/miguel-hernan/causal-inference-book/

[Sign-up required] Building Machine Learning Systems with Python,"This book provides you with an accessible route into Python machine learning, featuring a wealth of real-world examples.",https://www.packtpub.com/product/building-machine-learning-systems-with-python/9781782161400

[Sign-up required] HTML5 Graphing and Data Visualization Cookbook,"Get a complete grounding in the visual world of Canvas and HTML5 using this recipe-packed cookbook. Learn to create charts and graphs, draw complex shapes, add interactivity, work with Google maps, and much more.",https://www.packtpub.com/product/html5-graphing-and-data-visualization-cookbook/9781849693707

[Sign-up required] AngularJS Essentials,"Design and construct reusable, maintainable, and modular web applications with AngularJS.",https://www.packtpub.com/product/angularjs-essentials/9781783980086

[No longer freely accessible] Learning Python,"Learn to code like a professional with Python – an open source, versatile, and powerful programming language.",https://subscription.packtpub.com/book/application_development/9781783551712

Elementary Algebra,Elementary Algebra is designed to meet the scope and sequence requirements of a one-semester elementary algebra course.,https://d3bxy9euw4e147.cloudfront.net/oscms-prodcms/media/documents/ElementaryAlgebra-OP.pdf

Defensive Database Programming with SQL Server,"This book helps you to produce resilient T-SQL code that robustly and gracefully handles cases of unintended use, and is resilient to common changes to the database environment.",http://assets.red-gate.com/community/books/defensive-database-programming.pdf

"SQL Server Execution Plans, Third Edition","This book focuses entirely on what SQL Server execution plans are, how to read them, and how to apply the information you learn from them in order to boost the performance of your SQL Servers.",https://assets.red-gate.com/community/books/sql-server-execution-plans-3rd-edition.pdf

Why Should I Care? Mobile Security for The Rest of Us,A guide for a coordinated effort between employees and IT/security personnel to truly secure mobile computing in the enterprise.,http://www.veracode.com/sites/default/files/Resources/Misc/veracode-mobile-security-ebook.pdf?_ga=1.25335477.927569341.1488269735

Basic Internet Security,"How to protect yourself, your sources or your friends in the digital world? What are safe routes to take? How do you secure after your personal data? This manual aims to address these issues to help you choose your own 'level' of safety.",https://basicinternetsecurity.org/

Basic Electronic Tutorials,A free study reference guide for the education of its readers who wish to learn Electronics. ,https://www.electronics-tutorials.ws

Elementary Differential Equations,"This book is written for students in science, engineering, and mathematics who have completed calculus through partial differentiation. Readers should have some preparation in linear algebra.",http://digitalcommons.trinity.edu/mono/8/

Introduction to Real Analysis,This book introduces readers to a rigorous understanding of mathematical analysis and presents challenging math concepts as clearly as possible. For those who want to gain an understanding of mathematical analysis and challenging mathematical concepts.,http://digitalcommons.trinity.edu/mono/7/

Basic Analysis: Introduction to Real Analysis,"A first course in mathematical analysis. Covers the real number system, sequences and series, continuous functions, the derivative, the Riemann integral, sequences of functions, and metric spaces.",http://www.jirka.org/ra/

Android on x86: An Introduction to Optimizing for Intel Architecture,This book compiles the best practices and procedures associated with Android application development for devices using Intel's popular line of microprocessors.,https://link.springer.com/content/pdf/10.1007%2F978-1-4302-6131-5.pdf

Introduction to Differential Equations,"Lecture notes for a first course in differential equations, taught at the Hong Kong University of Science and Technology. Included in these notes are links to short tutorial videos posted on YouTube.",https://www.math.ust.hk/~machas/differential-equations.pdf

Let Over Lambda -- 50 Years of Lisp,"This book is about pushing the boundaries of what we know about programming. If you have ever wondered what lisp or even programming itself is really about, this is the book you have been looking for.",http://letoverlambda.com/index.cl/toc

Basic Probability Theory,"This introduction to more advanced courses in probability and real analysis emphasizes the probabilistic way of thinking, rather than measure-theoretic concepts. Its sole prerequisite is calculus.",http://www.math.uiuc.edu/~r-ash/BPT.html

 Foundations of Databases,"Written by three leading researchers, Foundations of Databases presents indepth coverage of theory concerning the logical level of database management systems and surveys several emerging topics.",http://webdam.inria.fr/Alice/

Probability And Mathematical Statistics,An introduction to probability and mathematical statistics intended for students already having some elementary mathematical background.,https://www.researchgate.net/publication/272237355_Probability_and_Mathematical_Statistics

"Reinforcement Learning: An Introduction, Second Edition",This textbook provides a clear and simple account of the key ideas and algorithms of reinforcement learning that is accessible to readers in all the related disciplines. Familiarity with elementary concepts of probability is required.,http://www.incompleteideas.net/book/the-book-2nd.html

"System Design, Modeling, and Simulation using Ptolemy II","This book is a definitive introduction to models of computation for the design of complex, heterogeneous systems. It has a particular focus on cyber-physical systems, which integrate computing, networking, and physical dynamics.",http://ptolemy.eecs.berkeley.edu/books/Systems/PtolemyII_DigitalV1_02.pdf

"Introduction to Embedded Systems - A Cyber-Physical Systems Approach, First Edition","This book is intended for students at the advanced undergraduate level or the introductory graduate level, and for practicing engineers and computer scientists who wish to understand the engineering principles of embedded systems.",http://leeseshia.org/releases/LeeSeshia_DigitalV1_08.pdf

"Structure and Interpretation of Signals and Systems, Second Edition","This book introduces the mathematical models used to design and understand signals and systems, based on several years of successful classroom use at the University of California, Berkeley. Calculus is the only prerequisite.",http://leevaraiya.org/releases/LeeVaraiya_DigitalV2_04.pdf

[No longer freely accessible] The Elements of Computing Systems: Building a Modern Computer from First Principles,This textbook leads students through twelve chapters and projects that gradually build a basic hardware platform and a modern software hierarchy from the ground up.,https://mitpress.mit.edu/books/elements-computing-systems

"An Introduction to the Science of Statistics: From Theory to Implementation, Preliminary Edition","An introductory textbook, dedicated to a higher level of understanding of the concepts and practical applications of statistics. A solid grasp of concepts and structures in calculus and algebra is required.",http://math.arizona.edu/~jwatkins/statbook.pdf

"Introduction to Embedded Systems: A Cyber-Physical Systems Approach, Second Edition ","This book takes a cyber-physical approach to introduce the engineering concepts underlying embedded systems. The focus is on modeling, design, and analysis of cyber-physical systems, which integrate computation, networking, and physical processes.",http://leeseshia.org/releases/LeeSeshia_DigitalV2_2.pdf

Foundations of Computer Science: C Edition,"This text combines the theoretical foundations of computing with essential discrete mathematics. It follows the same organization as its predecessor, Foundations of Computer Science (also published by W.H. Freeman), with all examples and exercises in C.",http://infolab.stanford.edu/~ullman/focs.html

The Engineering of Reliable Embedded Systems (1st Edition),"The first edition of ""Engineering of Reliable Embedded Systems"" (ERES1) documents an industry-proven approach to the development of software for reliable, real-time embedded systems, based on the use of time-triggered (TT) architectures.",http://www.safetty.net/download/pont_eres1_2014.pdf

Introduction to Numerical Methods and Matlab Programming for Engineers,These notes were developed for a course on applied numerical methods for Civil Engineering and Mechanical Engineering. The main goals these lectures are to introduce concepts of numerical methods and introduce Matlab in an Engineering framework.,http://www.ohiouniversityfaculty.com/youngt/IntNumMeth/book.pdf

An Introduction to Proofs and the Mathematical Vernacular,"This textbook helps students make the transition from being a user of mathematics to someone who can critically read and evaluate mathematical statements and being able to write mathematical explanations in clear, logically precise language.",http://intranet.math.vt.edu/people/day/ProofsBook/IPaMV.pdf

"Multiagent Systems: Algorithmic, Game-Theoretic, and Logical Foundations","A comprehensive introduction to Multiagent Systems, this textbook is written from a computer science perspective, while bringing together ideas from operations research, game theory, economics, logic, and even philosophy and linguistics.",http://www.masfoundations.org/

"Numerical Algorithms: Methods for Computer Vision, Machine Learning, and Graphics",This textbook presents a new approach to numerical analysis for modern computer scientists and introduces numerical modeling and algorithmic design from a practical standpoint and provides insight into the theoretical tools needed to support these skills.,https://people.csail.mit.edu/jsolomon/share/book/numerical_book.pdf

"R for Data Science: Visualize, Model, Transform, Tidy, and Import Data","This book will teach you how to do data science with R: You'll learn how to get your data into R, get it into the most useful structure, transform it, visualize it and model it.",http://r4ds.had.co.nz/

500 Lines or Less: Experienced Programmers Solve Interesting Problems,This book provides you with the chance to study how 26 experienced programmers think when they are building something new. The programs you will read about in this book were all written from scratch to solve difficult problems. ,http://aosabook.org/en/index.html

"The Performance of Open Source Applications: Speed, Precision, and a Bit of Serendipity","Written by real developers who have had to make an existing system faster or who had to design something to be fast in the first place, this book will help you become a better developer by letting you look over these experts' shoulders.",http://aosabook.org/en/index.html

"The Architecture of Open Source Applications, Volume II: Structure, Scale, and a Few More Fearless Hacks","In this second volume, the authors of twenty-four open source applications explain how their software is structured, and why. From web servers and compilers to health record management systems, they are covered here to help you become a better developer.",http://aosabook.org/en/index.html

"The Architecture of Open Source Applications: Elegance, Evolution, and a Few Fearless Hacks","In this book, the authors of twenty-five open source applications explain how their software is structured, how its parts interact, why it's built that way, and what lessons have been learned that can be applied to other big design problems.",http://aosabook.org/en/index.html

"R Packages: Organize, Test, Document, and Share Your Code","This practical book shows you how to bundle reusable R functions, sample data, and documentation together by applying author's package development philosophy.",http://r-pkgs.had.co.nz/

Advanced R: An Essential Reference for Intermediate and Advanced R Programmers,"This book presents useful tools and techniques for attacking many types of R programming problems, helping you avoid mistakes and dead ends.",http://adv-r.had.co.nz/

[Early Access Version] Model-Based Machine Learning,This book looks at machine learning from a perspective called model-based machine learning. This viewpoint will guide you towards building successful machine learning solutions without requiring that you master the huge literature on machine learning.,http://www.mbmlbook.com/

Linux Kernel Crash Book,"A book on Linux kernel crash analysis intended for system administrators and professionals dabbling in the kernel. However, Linux enthusiasts can use this book as a very extensive learning lesson in what goes behind the curtains of a typical Linux system.",http://www.dedoimedo.com/computers/crash-book.html

[No longer available] Mathematics Illuminated,"A 13-part, integrated-media resource created for adult learners and high school teachers. The series covers the broad scope of human knowledge through the study of mathematics and its relevance in the world today.",https://www.learner.org/subject/mathematics/

"Intro Stat with Randomization and Simulation, 1st Edition","This textbook takes a different approach, where the foundations for inference are provided using randomization and simulation methods. Once a solid foundation is formed, a transition is made to traditional approaches.",https://drive.google.com/file/d/0B-DHaDEbiOGkRHNndUlBaHVmaGM/view

The R Inferno,"A book about trouble spots, oddities, traps, glitches in R. If you are using R and you think you’re in hell, this is a map for you.",http://www.burns-stat.com/pages/Tutor/R_inferno.pdf

The Elements of Data Analytic Style,A guide for people who want to analyze data. This book is focused on the details of data analysis that sometimes fall through the cracks in traditional statistics classes and textbooks.,https://leanpub.com/datastyle

Exploratory Data Analysis with R,This book teaches you to use R to effectively visualize and explore complex datasets. ,https://leanpub.com/exdata

The Data Science Handbook: Advice and Insights from 25 Amazing Data Scientists,"A compilation of in-depth interviews with 25 data scientists from a wide selection of backgrounds, disciplines, and industries, where they share their insights, stories, and advice.",http://www.thedatasciencehandbook.com/

Just Enough Linux,If you've toyed with Linux and never really caught on to what's happening or have used a graphical interface without really touching the command line this book is for you.,https://leanpub.com/jelinux

D3 Tips and Tricks v3.x: Interactive Data Visualization in a Web Browser,"Over 600 pages of tips and tricks for using d3.js, one of the leading data visualization tools for the web. It's aimed at getting you started and moving you forward. Includes over 50 downloadable code examples. ",https://leanpub.com/D3-Tips-and-Tricks

Intermediate Python,This book provides a reader with a holistic and in-depth knowledge of the Python language. ,https://leanpub.com/intermediatepython

"Prealgebra Textbook, Second Edition",A free prealgebra text distributed to all students at College of the Redwoods who are enrolled in Math 276 course.,https://www.redwoods.edu/Portals/121/PreAlgText/Prealgebra.pdf?ver=2016-02-09-153714-077

"Elementary Algebra Textbook, Second Edition",A free elementary algebra text distributed to all students at College of the Redwoods who are enrolled in Math 380 course.,https://www.redwoods.edu/Portals/121/ElemAlgText/ElementaryAlgebra.pdf?ver=2016-02-09-153310-413

Intermediate Algebra,A free intermediate algebra text distributed to all students at College of the Redwoods who are enrolled in Math 120 course.,https://www.redwoods.edu/Portals/121/IntAlgText/IntAlgText.pdf

Programming and Programming Languages,"An introduction to programming and programming languages. This textbook intentionally includes mistakes in its examples, to make readers engage with the material.",http://papl.cs.brown.edu/2015/

"Math in Society, Edition 2.4","This book is an exploration of the wide world of mathematics, with interesting applications to everyday life. It highlights algorithmic, graphical, algebraic, statistical, and analytic approaches to solving problems.",http://www.opentextbookstore.com/mathinsociety/2.4/MathinSociety.pdf

Project Management for Instructional Designers,"A textbook about project management tailored specifically for instructional designers, intended for use in graduate programs in educational technology.",https://pm4id.org/

Stochastic Multiplayer Games: Theory and Algorithms,"Stochastic games provide a versatile model for reactive systems that are affected by random events. This dissertation advances the algorithmic theory of stochastic games to incorporate multiple players, whose objectives are not necessarily conflicting. ",https://logic.rwth-aachen.de/~ummels/diss.pdf

